,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
C1_11440C,971.810924951643,0.645369500244928,0.594933493354246,1.08477587403312,0.278020933464401,0.913703879686606
C1_11450C,12842.4891597746,0.0233009896613416,0.341299170799952,0.0682714511339939,0.945569549784064,0.994633721354431
C1_11470C,162.703681938974,-0.770238274981966,1.05585920078607,-0.729489570587195,0.465702245162497,0.950244860134314
C1_11480W,5896.96953209934,-0.348761092974278,0.528565668407596,-0.659825474524266,0.509365833608685,0.9544445184834
C1_11500C,556.511615563309,0.941366078978161,1.09125310609175,0.862646872410377,0.388331650904976,0.935605121393938
C1_11510C,228.818796920368,0.688215770688809,0.668233447812621,1.02990320664372,0.303055445307629,0.913703879686606
C1_11520C,313.124801574817,-0.269942588901902,0.740867706993645,-0.364360042088078,0.715589169480937,0.984676385341949
C1_11530C,53.3096417814726,-2.2855462732212,1.42227737108881,-1.60696241090548,0.108062614108457,0.856737967633228
C1_11540C,6336.70086414528,-0.0921272665741148,0.342415995324897,-0.269050709756421,0.787890660117758,0.98500176332178
C1_11550W,701.284766626929,0.317058573166005,0.526752696953267,0.60191162760033,0.547232963925779,0.955225413058429
C1_11560C,424.378730961184,-0.185369600894514,0.969341820667057,-0.191232439313256,0.848343489674089,0.98500176332178
C1_11580W,442.774028281945,-0.399884881165882,0.732864120610612,-0.545646689365423,0.585308823825622,0.958588580221295
C1_11590W,4470.5952382822,0.296060476206234,0.33756358288328,0.877050994889468,0.380458940433439,0.929743600079712
C1_11600W,326.355878172829,0.434869891764098,0.829433667967708,0.524297371276987,0.600071724967156,0.95887068230307
C1_11610C,700.480727562677,1.02028865030472,0.90863815646337,1.1228767392687,0.261489847764892,0.913703879686606
C1_11620W,123.395858314894,-0.260671056663527,1.22168123112371,-0.213370763193079,0.831037783008675,0.98500176332178
C1_11630C,25.3226304752005,-0.10422403694983,1.86502821489434,-0.0558833566792634,0.955434729554688,0.995692871753558
C1_11640C,276.802785927142,0.892686423255252,0.786395885389997,1.13516161495751,0.256307609240754,0.913703879686606
C1_11650W,7738.61672079947,0.324509734099637,0.305059889228146,1.06375746388915,0.287438585193683,0.913703879686606
C1_11660W,11268.7298215769,0.0493645476495873,0.381925231893659,0.129251862739805,0.897158359806101,0.99222312892422
C1_11670W,3107.86551452404,-0.502786572639723,0.450916049243999,-1.11503365977478,0.264835997907962,0.913703879686606
C1_11680C,204.736350988235,-0.421421070101523,1.28359888198186,-0.328312119944243,0.742675681222027,0.98500176332178
C1_11690W,392.014483744294,-1.1292862115237,0.913631276506996,-1.23604154166132,0.216443122581823,0.911151628388771
C1_11700C,2109.31243152754,0.386953633648644,0.486944992100354,0.794655741256494,0.426813784178864,0.944908240265865
C1_11720W,416.359408257488,0.296099300616151,0.810768200267435,0.365208330221241,0.714955900521782,0.984676385341949
C1_11730W,3565.11271895041,0.623594490107987,0.376401255902544,1.65672797401464,0.0975744846602515,0.850062165542282
C1_11740W,238.641444918916,-0.343524829659782,1.21746276280858,-0.282164547577045,0.77781734118583,0.98500176332178
C1_11750W,537.568401218873,-1.17134683324186,0.726355039608056,-1.61263675388544,0.10682344854934,0.856737967633228
C1_11760C,1058.79888872604,0.382207130026613,0.564866692321343,0.676632443056461,0.498639189429839,0.9544445184834
C1_11770C,2563.49643828838,0.347217521332991,0.41915482511883,0.828375341342081,0.407457966932268,0.944789224034517
C1_11790W,134.915962272429,-0.085095525172446,1.21643374220369,-0.0699549200421609,0.944229540282706,0.994633721354431
C1_11800C,173.364657155225,-0.889666749372024,0.599589321599496,-1.48379351886838,0.137863707040406,0.873071321010244
C1_11810W,764.274071092011,-0.284852571145207,0.557863186464734,-0.510613673847816,0.609621599163386,0.960930072812421
C1_11850W,1645.31410083445,-0.746937240474301,0.746488152942324,-1.00060160034718,0.317019456093917,0.914997789024338
C1_11860W,9141.11709161201,0.506842754059066,0.394234647032131,1.28563726672597,0.198569684360788,0.899981746892136
C1_11870W,3373.25887438297,0.234769264598457,0.355051298659247,0.661226322745468,0.508467182766554,0.9544445184834
C1_11880W,425.448659598531,-0.930760509649879,0.849859427277009,-1.09519348703595,0.273431878432271,0.913703879686606
C1_11890W,567.837613699809,0.340160592149218,0.836879250349372,0.406463168978334,0.68440231369856,0.983650165304635
C1_11900C,308.792480210972,0.924069019099172,1.13350478582279,0.815231687291385,0.414939703024281,0.944789224034517
C1_11910W,240.042490406588,-0.555647808679492,0.724556320211732,-0.766880079821979,0.443152818388946,0.950127429032853
C1_11920W,696.077858133792,0.35149579500056,0.531939650551032,0.660781339831405,0.508752551314709,0.9544445184834
C1_11930W,2152.28824369246,0.948213405944273,0.595444280892737,1.59244691127546,0.111284322745605,0.860090704204085
C1_11940C,249.57026269086,1.89148366306722,1.02100938937392,1.85256245706719,0.0639450977232949,0.808700541915233
C1_11950W,159.087552806958,1.75077955493739,1.31668489617804,1.32968758130317,0.183621228221959,0.888052846272707
C1_11960C,331.971170646752,-1.98547600353947,0.90399753004827,-2.19632901367933,0.0280684024989696,0.748734101272641
C1_11970C,192.961093183051,0.37263820856578,1.11766213076045,0.333408637825314,0.738825843772439,0.984676385341949
C1_11980W,201.134321369505,1.01221787982303,0.799462232509254,1.26612344981702,0.205468888333712,0.903617831397644
C1_11990W,593.059753469002,-0.342237364043346,0.546515020930934,-0.626217671859006,0.53117217757214,0.9544445184834
C1_12000C,146.64913216455,-0.856271853532748,1.09105684372927,-0.784809571063213,0.432565227638837,0.944908240265865
C1_12010C,375.137664509818,0.29240938584166,0.737490432336536,0.396492446573498,0.691741779030168,0.983650165304635
C1_12030W,5697.35442434095,0.330318193002245,0.352347280157975,0.937479048665132,0.348512195949914,0.923669963557522
C1_12050W,6791.70796685512,0.156695817976669,0.365051316184282,0.429243262603571,0.667746202074953,0.982097717502128
C1_12060C,1155.02564776957,1.05738568094648,0.639756274253708,1.65279454614173,0.09837268443545,0.85140532018611
C1_12070C,403.407030489114,0.0354671410082594,0.703745850064719,0.0503976556380371,0.95980550454412,0.995725418230805
C1_12080W,627.251320901581,0.87789255873734,0.625905787630575,1.40259536832322,0.160737533762873,0.87989521020245
C1_12100C,604.435136882585,0.8197162964284,0.446039807412292,1.83776488736285,0.0660970577248691,0.808700541915233
