Geneid,Fluconazole_rna1,Fluconazole_rna2,Fluconazole_rna3,Fluconazole_rna4,Nodrug_rna1,Nodrug_rna2,Nodrug_rna3,Nodrug_rna4
C4_03970W,3,1,1,2,0,0,10,0
C4_03990C,1,15,0,1,0,0,0,25
C4_04000W,633,1074,814,441,651,560,572,2
C4_04010W,814,1024,1239,798,724,705,515,1390
C4_04020C,12,78,96,64,24,100,55,0
C4_04030W,0,2,2,7,15,19,0,0
C4_04040W,0,0,0,11,20,0,37,0
C4_04050C,171,159,164,381,4425,4039,3905,10694
C4_04060W,0,0,0,0,0,0,0,0
C4_04070C,0,4,0,24,10,5,0,0
C4_04080C,12,29,1,6,0,0,0,0
C4_04090C,1060,2140,2159,1537,1013,1790,1711,2080
C4_04100C,58,236,192,136,216,347,412,61
C4_04110W,130,245,136,160,136,227,135,52
C4_04120C,598,1024,857,838,563,950,759,36
C4_04130W,593,778,844,658,629,935,612,1414
C4_04140W,731,1573,1805,1107,164,332,239,147
C4_04150C,6632,12974,12564,9607,7879,13173,12541,9581
C4_04160W,2211,3959,4291,3335,2599,3638,2981,5164
C4_04170C,1738,4004,4077,1684,1415,2343,2112,2673
C4_04180C,327,600,335,138,99,238,179,27
C4_04190C,163,607,299,84,47,35,2,28
C4_04200C,0,0,0,0,0,0,0,0
C4_04210C,86,315,366,87,150,249,206,800
C4_04220W,83,166,131,47,254,248,208,1044
C4_04230W,189,540,751,257,462,498,484,254
C4_04240C,2524,3769,3569,1832,971,1412,1347,344
C4_04250W,981,990,1003,717,282,127,91,0
C4_04260C,2424,2523,3279,2781,1995,2452,2068,348
C4_04270W,138,220,162,116,69,90,88,568
C4_04280C,178,181,301,126,40,182,124,479
C4_04290W,1681,1924,1722,1576,1371,1675,1661,2492
C4_04300C,54,229,239,133,192,336,145,3
C4_04310W,1219,1150,1051,887,722,1152,1040,758
C4_04320W,5358,5974,5548,5248,5213,5318,4564,7043
C4_04330C,1145,1628,1136,597,1242,1063,816,446
C4_04340C,327,553,593,417,427,395,705,572
C4_04350W,822,732,870,521,585,467,440,313
C4_04360W,62,159,215,211,192,128,109,0
C4_04370C,1221,1460,1287,791,587,733,668,2021
C4_04380C,269,229,207,158,123,51,97,965
C4_04390W,333,455,892,454,2515,2179,2163,1681
C4_04400C,0,0,0,1,20,0,0,0
C4_04410C,1803,3051,2389,1683,2053,2925,2051,1796
C4_04420W,482,873,857,410,272,588,503,398
C4_04430W,624,739,817,504,612,843,749,388
C4_04440W,878,1547,1706,909,1019,1605,1778,1778
C4_04450C,1124,1669,1050,1274,423,452,559,4
C4_04460C,3545,5065,4324,3163,1687,2965,2761,2694
C4_04470W,859,942,646,588,500,541,220,6
C4_04480C,15180,17519,18414,14167,27200,26572,31003,36952
C4_04500C,717,931,1169,521,720,1119,1075,663
C4_04510W,1536,2005,1733,1266,1326,2211,1726,2660
C4_04520W,143,101,2,59,63,160,76,1
C4_04530C,2975,4266,4868,2410,958,558,577,578
C4_04540C,7,35,0,25,10,0,0,640
C4_04550C,1134,1417,1362,1318,621,535,391,795
C4_04560C,1742,1851,2039,1371,704,1044,704,3070
C4_04570W,754,622,717,992,1166,1107,729,1560
C4_04580W,5461,6424,4897,3092,1743,2679,2115,3308
C4_04590W,12553,16178,13729,12593,5491,9186,6238,9790
C4_04600C,1158,1545,1785,1535,804,1302,854,1305
C4_04620C,0,0,0,0,1,0,0,0
C4_04630C,76,102,144,127,79,114,100,0
C4_04640C,291,318,328,323,117,372,346,313
C4_04650W,275,265,400,289,428,307,203,406
C4_04660C,2104,2886,2448,2320,412,514,418,909
C4_04670C,1552,1420,1296,1309,380,405,298,38
C4_04700W,4270,6198,5920,4532,8617,10384,9967,7146
C4_04710W,1655,2022,1784,1601,902,1037,1418,1641
C4_04720W,829,865,800,622,1589,2763,2687,1453
C4_04730W,1081,1570,1195,885,1344,2178,2543,3422
C4_04750W,1254,1049,1150,920,645,764,566,355
C4_04760C,1116,1170,1712,938,828,1457,1931,2370
C4_04770C,1216,1938,2261,2680,3287,7024,5247,7847
C4_04780W,2214,3116,3025,1565,1755,3183,2300,2105
C4_04790W,52,140,125,89,4,40,14,386
C4_04800W,4818,8294,7240,5178,6566,8470,8099,9595
C4_04810C,1312,2110,2369,1285,1798,2629,2379,2659
C4_04820C,613,801,703,441,613,1191,1383,283
C4_04830W,833,1259,1755,940,1100,1412,1118,923
C4_04840C,654,1057,567,532,456,571,495,476
C4_04850C,87,242,141,207,492,410,338,1867
C4_04860W,531,742,467,589,1469,1352,1148,2228
C4_04870C,4385,5004,4558,3803,4454,4521,4505,3241
C4_04880W,61,189,115,146,78,95,86,3
C4_04890C,8207,12567,16132,11211,27782,37999,42215,39345
C4_04910C,253,497,743,313,931,1659,3390,2103
C4_04920W,749,853,647,632,626,750,527,253
C4_04930C,431,579,644,538,728,773,472,283
C4_04940W,136,151,195,132,117,114,98,549
C4_04950W,100,65,32,31,32,38,1,362
C4_04970C,1045,2285,2660,1896,1569,1851,1861,2734
C4_04980W,337,492,610,211,308,376,261,396
C4_04990C,260,489,278,229,186,241,208,287
C4_05000W,53,209,152,175,76,189,181,94
C4_05010W,329,682,897,456,706,724,693,1059
C4_05020W,88,244,397,218,345,409,501,1038
C4_05030C,3205,5108,4076,3373,3145,4497,3750,5011
C4_05040W,20,108,89,84,2,91,166,0
C4_05050C,461,550,547,333,322,355,275,431
C4_05060W,616,1050,859,667,344,441,420,752
C4_05070C,880,1528,1308,1169,119,449,356,189
C4_05080C,845,1050,1148,718,392,503,331,1122
C4_05090C,2291,3134,3542,2485,1908,2058,1727,5000
C4_05100C,5895,7660,7375,5447,3705,4440,3551,4945
C4_05110C,5053,6792,5003,6018,791,482,401,912
C4_05120C,0,9,0,5,1,0,0,3
C4_05130C,1032,1739,1909,1168,183,50,100,420
C4_05140C,16615,24582,22967,20682,10427,16508,10043,20153
C4_05150W,3590,4592,5382,3715,3601,4151,3361,1829
C4_05160C,418,590,709,518,542,654,609,653
C4_05170C,331,469,324,322,461,338,147,1115
C4_05180C,3084,5051,4519,3357,2745,4079,3238,3103
C4_05190C,877,1110,1066,686,956,1199,1097,741
C4_05200C,0,13,0,19,0,0,0,0
C4_05210W,514,1205,1009,653,329,464,351,428
C4_05220C,593,1329,1166,740,640,964,922,1264
C4_05230C,397,725,978,412,780,1165,1062,128
C4_05240C,5357,7340,7922,6249,5149,6172,5943,6386
C4_05250W,4,70,57,24,34,110,83,0
C4_05260W,1156,1888,2455,1236,2033,2734,2226,3554
C4_05270C,132,398,351,252,312,330,290,726
C4_05280W,4392,6846,8582,5195,3961,5561,6031,5707
C4_05290W,834,1636,1889,1199,1271,1519,1267,1795
C4_05300W,2453,4382,5197,4601,2742,3816,2593,5156
C4_05310W,104,467,654,362,485,579,885,766
C4_05320W,1151,2538,3042,1483,2893,4675,3100,2616
C4_05330C,257,733,817,292,948,1006,866,157
C4_05340W,387,545,626,303,364,386,390,696
C4_05350W,295,429,367,295,148,262,38,657
C4_05360C,39,275,366,183,98,275,360,1178
C4_05370W,1772,2225,1945,1525,1338,1578,1369,172
C4_05380C,331,542,911,393,824,861,777,2530
C4_05390W,883,1265,1124,801,1891,2411,1824,2258
C4_05400C,345,644,383,490,383,371,121,453
C4_05420C,876,1557,1849,1111,759,1448,1298,2463
C4_05430C,2773,3146,2533,2296,1969,2794,2035,4955
C4_05440C,1128,1734,1435,1282,325,374,147,556
C4_05450C,3590,6948,7207,5841,2190,3374,3214,3240
C4_05460C,1186,1667,2033,1616,1870,2396,2701,2002
C4_05530W,0,9,18,3,8,12,0,0
C4_05540W,964,1361,1478,544,2131,3299,3014,6102
C4_05550C,2269,3590,3070,2382,1818,2517,2870,1206
C4_05560C,1689,3243,2827,2301,300,294,222,1033
C4_05570C,292,347,442,128,195,317,333,3
C4_05580C,0,10,15,8,4,1,1,33
C4_05590W,6233,7994,7518,6707,7054,12546,9104,12784
C4_05600W,2601,2987,3167,2024,1494,2319,2407,2187
C4_05610C,7650,7442,7717,5654,4907,6263,5406,5764
C4_05620C,273,291,307,206,355,374,295,1135
C4_05630W,2100,1949,2222,1580,1454,1715,1345,851
C4_05640C,329,576,698,281,486,475,442,170
C4_05650W,302,382,374,261,289,467,310,716
C4_05660C,905,1006,1146,493,708,1242,704,1036
C4_05670W,7043,5640,5817,6740,4144,4121,3787,5565
C4_05680W,591,825,628,265,1261,1059,1355,770
C4_05690W,7224,9136,9306,6329,4023,6329,5758,4015
C4_05700W,184,195,69,165,67,131,135,45
C4_05720W,1,4,46,6,0,18,1,0
C4_05730W,205,315,178,67,662,698,786,414
C4_05740C,4001,5295,4708,3681,2964,3887,3200,6054
C4_05750C,380,513,543,345,242,682,490,13
C4_05760W,827,1090,1077,660,631,1035,762,11
C4_05770C,654,864,963,741,735,582,534,35
C4_05780C,60,71,99,52,726,136,422,563
C4_05790W,1096,1861,1576,999,814,952,994,848
C4_05800C,733,925,718,926,274,524,342,843
C4_05810W,7036,6814,7236,6459,2658,3774,2976,5749
C4_05820W,736,596,1165,642,646,936,653,406
C4_05830W,60,45,28,47,70,59,79,0
C4_05840W,471,206,202,255,192,219,214,0
C4_05850C,670,876,907,665,1759,2225,1770,2857
C4_05860W,314,352,379,207,656,700,451,2
C4_05870C,0,0,0,1,0,0,0,0
C4_05880W,360,721,565,245,795,879,502,3719
C4_05890W,145,211,181,231,104,233,164,758
C4_05900C,1543,2348,1175,2080,735,1024,742,3941
C4_05910C,1151,1654,2123,1570,895,1204,1070,927
C4_05920C,386,501,367,551,259,263,261,346
C4_05940W,521,607,595,432,313,291,251,1010
C4_05960W,114,146,125,120,71,116,98,0
C4_05970W,1229,1564,1606,1168,724,1169,748,1473
C4_05980C,473,863,914,470,374,445,431,28
C4_06000W,514,773,664,503,300,456,281,722
C4_06010C,144,365,350,255,231,283,142,1
C4_06020C,1009,898,926,860,658,744,565,846
C4_06040W,280,344,466,251,294,297,236,137
C4_06050W,154,210,247,128,300,325,314,80
C4_06060W,14207,15960,14845,12340,6979,9633,6104,9356
C4_06070C,383,502,302,359,235,323,208,482
C4_06080W,31,84,22,60,106,120,75,316
C4_06090C,553,582,730,442,355,401,473,1335
C4_06100W,1362,2677,3448,2029,1733,2318,2329,3689
C4_06110C,1755,2845,2851,1454,3719,5860,4471,5579
C4_06120W,4060,5760,4298,6225,8694,10187,6538,8793
C4_06130W,17487,19966,19222,15524,8276,10680,9563,9703
C4_06140C,400,431,470,244,267,430,380,22
C4_06150C,6,61,80,11,6,33,1,0
C4_06160W,200,488,478,463,233,212,324,311
C4_06170C,859,1326,1693,899,1247,1639,1386,2558
C4_06190C,870,893,911,489,447,1070,724,170
C4_06200W,157,76,83,33,69,66,82,0
C4_06210C,992,1712,1800,1022,1160,1546,1337,1384
C4_06220C,55,12,34,44,14,9,30,33
C4_06230C,1163,1666,1779,1550,810,1260,1172,4161
C4_06240W,331,580,617,296,281,370,352,660
C4_06250C,1700,1990,1601,1493,955,1045,1235,2384
C4_06260W,293,473,277,334,198,327,142,1745
C4_06270C,5145,5867,6262,5347,1251,2566,2570,4864
C4_06280C,208,175,250,306,143,131,154,9
C4_06290W,118,136,117,106,104,185,126,1
C4_06300C,129,187,210,157,137,219,157,137
C4_06310C,97,146,118,121,86,14,92,0
C4_06320C,48,157,140,78,26,22,20,0
C4_06340W,5191,9569,9940,7920,2969,5605,3918,4618
C4_06350C,1229,1985,1888,1455,1338,1473,1603,1763
C4_06360C,28,55,37,54,19,33,41,0
C4_06370C,190,378,370,211,183,259,246,22
C4_06380W,13,20,9,36,2,9,0,0
C4_06390W,988,1894,2029,794,1255,2640,2105,4543
C4_06400C,1567,1962,2149,1712,1617,2224,2183,932
C4_06410W,458,710,813,568,513,604,545,241
C4_06420W,2646,4939,3770,2537,778,1678,1361,2416
C4_06430C,375,526,783,461,355,233,274,50
C4_06440C,399,764,886,551,763,611,671,1635
C4_06450W,62,166,107,148,57,188,98,370
C4_06460C,400,809,471,464,263,395,302,312
C4_06470W,2119,4194,3619,2736,352,672,563,1532
C4_06480C,2781,5378,5740,2418,584,959,903,681
C4_06490C,193,191,491,54,263,840,643,842
C4_06500W,3630,5680,6054,3762,4066,7381,6078,5341
C4_06510C,1094,1483,1980,1195,688,698,383,375
C4_06530C,67,187,198,59,116,75,21,1
C4_06540W,3468,4885,5600,4929,2435,3897,3044,4082
C4_06550C,2017,2676,2205,1984,719,997,740,1154
C4_06560W,89,118,108,119,53,58,27,0
C4_06570C,92767,114252,111293,126934,257819,375928,312803,396272
C4_06580W,38,50,33,21,78,117,153,1
C4_06590W,131,384,687,142,168,533,527,470
C4_06600W,2690,2985,3693,1717,2084,3191,2842,3672
C4_06610C,18321,25412,22251,18559,10341,12660,12330,13471
C4_06620C,97,28,43,70,47,79,49,0
C4_06630C,0,0,0,0,0,0,0,0
C4_06640C,0,2,0,5,0,0,0,0
C4_06650W,2327,2456,2648,2205,1839,1731,1759,3454
C4_06660W,0,1,1,2,1,8,0,0
C4_06670W,235,408,463,147,266,338,455,513
C4_06680C,2406,3202,2343,1757,2271,2683,2997,3820
C4_06690C,986,1231,1735,908,854,1161,899,937
C4_06700W,0,8,38,6,2,0,1,0
C4_06710W,650,988,1002,974,403,816,506,2412
C4_06720W,915,2493,1952,753,1447,3043,2006,643
C4_06730C,2146,2743,2446,2473,1751,2055,1568,3081
C4_06740C,2026,2696,2205,2287,1073,1036,1180,1913
C4_06750C,78,28,63,11,14,10,7,0
C4_06760W,3771,3869,4345,4030,2842,3010,2841,3698
C4_06770W,1364,1194,878,803,850,613,501,987
C4_06780C,1103,1867,1323,1282,263,584,386,173
C4_06790W,822,763,925,723,688,602,527,214
C4_06800W,1834,2610,2266,1639,1432,2632,2475,6468
C4_06810C,3164,3876,3887,3591,1731,3278,2793,3728
C4_06820C,1118,901,804,990,601,384,235,1063
C4_06830C,3784,3957,4559,2815,3048,4651,4346,5206
C4_06840W,130,299,300,129,229,392,383,944
C4_06850C,945,1154,1316,851,1735,1895,2542,1711
C4_06860C,284,278,383,219,84,250,226,0
C4_06870W,4421,4824,4244,3268,2011,3300,2922,3597
C4_06880C,1854,2050,2277,1718,1628,1745,1815,1270
C4_06890W,300,295,389,187,115,120,98,82
C4_06900W,0,20,16,0,8,21,0,0
C4_06910W,13,16,0,17,0,0,0,0
C4_06920C,72,1,1,0,2,16,0,0
C4_06930C,422,626,667,516,290,422,475,751
C4_06940C,459,385,320,313,484,363,590,628
C4_06950W,69,162,173,140,47,145,228,3
C4_06960W,164,185,172,93,96,121,135,58
C4_06970C,182,81,70,25,234,69,91,0
C4_06980W,782,191,219,54,801,141,98,0
C4_06990W,696,644,419,321,619,410,319,599
C4_07000W,1,21,26,9,4,17,33,0
C4_07010C,94,214,183,162,209,265,136,244
C4_07020C,0,22,46,27,69,77,20,0
C4_07030W,728,996,666,376,628,1394,1270,276
C4_07040W,276,264,199,351,445,180,265,1564
C4_07050W,1343,1725,1269,1441,1002,1532,906,3239
C4_07060W,3962,5345,4729,3414,2673,4328,3792,3499
C4_07070W,334,563,666,427,418,571,542,732
C4_07080C,952,1074,1200,416,391,1147,833,583
C4_07090C,571,882,1192,283,1181,1505,1573,374
C4_07100C,4083,4911,4456,3614,2345,3162,2395,3576
C4_07110C,16129,20555,18519,15750,14045,19736,18816,16607
C4_07120C,1362,1701,1227,1180,827,1994,1149,1015
C4_07130W,2981,3554,2775,2333,1483,2332,2128,2945
C4_07140W,237,368,138,129,278,570,255,119
C4_07150W,113,194,108,89,104,164,118,1
C4_07160W,132,179,141,87,129,224,234,550
C4_07170C,130,124,184,95,60,115,157,8
C4_07180W,16041,17453,21756,11839,52957,56336,57565,61108
C4_07190W,2877,3192,3259,2061,1813,2820,2845,3594
C4_07200C,452,594,612,488,575,743,468,875
C4_07210W,199,212,161,74,36,116,38,0
C4_07220C,1546,2688,1279,1207,357,559,394,1380
C4_07230C,790,1132,556,701,216,677,269,830
C4_07240W,116,244,154,66,48,329,128,1
C4_07250C,15,24,0,6,0,15,60,0
C4_07260W,0,2,0,2,0,1,0,0
C5_00010W,17,2,0,0,11,1,24,0
C5_00030W,524,1131,553,606,441,820,791,541
C5_00040C,1933,1903,1624,1117,1507,2553,1486,2298
C5_00050W,297,297,147,193,206,403,598,39
C5_00060C,427,456,288,247,144,322,108,510
C5_00070W,1395,1690,1859,832,1165,2135,1997,3560
C5_00080C,2820,2703,2159,2219,1770,2753,2197,3051
C5_00090C,526,1123,635,542,432,1220,506,1761
C5_00100C,1369,1647,1227,1330,995,2020,1019,2269
C5_00110C,6994,8039,7960,5412,7286,12180,9542,11874
C5_00120W,139,177,278,219,293,295,366,124
C5_00130C,1203,1398,1359,1177,1718,2498,2250,3425
C5_00140C,322,672,438,241,94,275,83,0
C5_00150C,5428,5341,5013,4603,3690,6366,5351,8153
C5_00160W,426,367,244,346,214,442,250,375
C5_00170W,460,547,296,304,479,541,530,1154
C5_00180W,2692,3568,3352,2521,4440,5608,5410,8513
C5_00190C,48173,65558,59185,35226,48439,66093,58688,85959
C5_00200C,4283,6274,4682,3953,3251,4806,4160,5756
C5_00210C,2940,2849,3968,3468,3707,3673,3422,4527
C5_00220W,3106,4008,4235,2925,1921,2817,2470,2015
C5_00230C,343,133,215,163,182,58,5,185
C5_00240W,603,814,528,513,554,464,443,0
C5_00250C,16,216,176,244,100,300,241,110
C5_00260W,2830,3936,3831,3391,2773,3695,3256,4696
C5_00270W,6740,8098,7146,7011,8945,10107,8293,13903
C5_00280C,1440,2019,1665,1810,1541,2335,2051,3763
C5_00290W,453,431,544,346,315,343,374,16
C5_00300C,2383,2848,2709,1699,1888,2096,1621,4018
C5_00310C,398,419,436,258,540,702,781,1486
C5_00320W,289,459,278,319,450,582,487,801
C5_00330C,7150,8974,7527,6668,2983,4472,3041,4817
C5_00340W,714,964,949,496,485,774,572,689
C5_00350C,818,731,897,729,472,593,532,338
C5_00380W,1181,2125,1386,1456,1366,1938,1634,1750
C5_00390C,2065,5828,4710,3136,680,1210,1670,596
C5_00400C,2297,3120,2935,2811,1610,2622,2508,1242
C5_00410W,0,14,1,22,2,51,0,1
C5_00420C,427,903,1151,670,1025,909,925,1578
C5_00430W,1255,2147,2516,991,2271,3611,3622,1951
C5_00440C,431,750,628,470,749,738,707,1024
C5_00450C,587,1114,820,845,419,721,543,30
C5_00460C,789,1358,1885,860,887,941,961,813
C5_00470C,45,9,15,30,4,8,23,14
C5_00480C,2537,4473,4844,2631,2287,4474,4433,6579
C5_00490C,1624,2554,2935,2082,1464,1920,1489,2776
C5_00500W,2088,3527,4457,2022,2637,4762,4227,2004
C5_00510W,1,43,29,17,163,130,43,325
C5_00520W,0,1,9,0,0,14,1,0
C5_00530W,1,8,1,10,7,13,0,0
C5_00540C,0,2,0,9,0,5,0,0
C5_00550C,348,670,782,600,512,558,430,1
C5_00560W,1200,1534,2276,1706,1202,1494,1512,2348
C5_00570W,8004,9264,9064,6271,3565,5284,4397,7957
C5_00580W,2244,3178,3210,2583,900,1452,1186,271
C5_00590W,43239,68309,53372,43031,18155,22945,24123,16000
C5_00600C,130,330,476,396,8,17,33,0
C5_00610C,351,590,735,347,376,472,528,1
C5_00620W,233,149,209,66,93,177,219,120
C5_00630C,839,1205,1275,413,968,1217,796,1181
C5_00640C,1573,2868,3617,2432,1435,2154,1996,2843
C5_00650C,518,862,816,352,2197,2627,2470,1253
C5_00660C,25453,47803,58418,46119,9954,17088,14367,25729
C5_00670C,2233,2949,2735,3034,1952,2035,1535,1837
C5_00680W,399,558,554,374,971,787,852,709
C5_00690C,211,505,528,248,382,557,539,596
C5_00700C,305,1122,1248,222,861,1363,1083,984
C5_00710W,58,113,99,115,44,28,25,0
C5_00730W,1685,2586,1766,2846,1625,1402,1404,2450
C5_00740W,78,92,213,48,154,198,152,1
C5_00750C,3220,4249,4505,3646,1720,2335,1634,1691
C5_00760W,869,1409,1600,1025,763,821,661,1537
C5_00770C,676,1427,1775,740,815,1322,861,989
C5_00780C,490,602,830,574,353,658,552,355
C5_00790C,4294,3520,3551,4428,3585,2741,3473,3405
C5_00800C,1951,2417,2422,2419,1814,2716,2013,5029
C5_00810C,20,17,48,15,0,11,0,0
C5_00820W,694,1479,1715,1082,1198,1642,1772,1086
C5_00830C,1524,2254,2995,1142,1623,2321,2045,5528
C5_00840W,394,469,356,209,387,524,374,93
C5_00850C,77,250,318,225,120,292,195,328
C5_00860W,405,305,275,318,155,182,168,0
C5_00870C,68,69,79,28,15,15,0,0
C5_00880C,1893,3508,2960,1785,5182,4516,3873,6264
C5_00890C,139,389,471,249,406,341,205,557
C5_00900C,918,1927,1882,1182,1437,1903,1989,938
C5_00910C,60,157,54,126,114,74,32,2
C5_00920W,245,331,329,228,191,315,256,1227
C5_00930C,9422,10379,9093,8670,4990,8561,4697,8167
C5_00940C,821,809,640,376,584,896,593,1974
C5_00950C,1518,1419,1760,1489,1095,1140,992,1742
C5_00980W,178,365,419,238,998,1072,1158,983
C5_01000C,1062,1267,1385,876,882,1172,852,915
C5_01010W,180,403,498,184,230,271,298,508
C5_01020C,54,113,112,49,121,200,242,0
C5_01040W,156,92,175,89,53,75,104,448
C5_01050C,1109,950,1658,740,1013,2052,2155,343
C5_01060C,171,359,274,129,179,336,126,5
C5_01070C,1345,2406,2520,1348,2209,2541,2572,5019
C5_01080C,1970,3202,3571,2067,2547,3725,4332,5265
C5_01090C,973,1492,1726,962,862,1367,1132,1360
C5_01100C,2798,6211,6256,4713,1851,2879,2550,5026
C5_01110W,717,585,739,528,730,687,1090,2118
C5_01120W,0,2,0,11,0,4,1,0
C5_01130W,829,805,599,790,482,380,378,12
C5_01140C,2065,2787,2996,2490,1848,2472,2107,3023
C5_01170W,73,126,173,123,146,190,116,199
C5_01180W,471,907,963,562,417,555,655,2036
C5_01190W,925,1347,1078,977,495,668,617,735
C5_01200W,516,519,717,510,252,225,255,284
C5_01210W,12433,12993,13896,9312,3918,4208,3383,3695
C5_01220W,264,616,310,187,382,413,475,3
C5_01230C,2426,3170,3426,2707,2717,3767,3299,4571
C5_01240W,3546,4732,4168,2958,1200,2269,1222,1980
C5_01250W,3385,4398,3392,2249,1339,1527,1188,1146
C5_01260W,262,215,119,165,20,100,3,2
C5_01270W,524,818,841,539,340,490,342,533
C5_01280C,304,553,687,333,302,486,531,171
C5_01290C,1971,2180,2234,2386,995,1449,1074,745
C5_01300C,311,450,489,401,71,126,177,1392
C5_01310W,96,200,284,95,175,261,218,395
C5_01320W,3169,3081,3001,2872,2669,3360,2608,3053
C5_01330W,1,38,48,5,17,63,71,0
C5_01340W,855,1035,1045,794,692,962,670,1267
C5_01350W,1089,1316,1360,1121,882,907,794,2120
C5_01360W,8,14,1,6,1,2,1,0
C5_01380W,1,6,2,6,33,9,1,0
C5_01390C,59,149,146,112,129,133,129,0
C5_01400W,179,1214,1465,516,224,664,635,132
C5_01410C,3344,4530,4563,3283,2709,3790,3716,3670
C5_01420W,135,260,221,178,146,334,128,531
C5_01430C,11485,13511,14424,13971,14628,19818,22971,15705
C5_01440C,414,646,537,540,432,374,236,139
C5_01450W,1758,2352,1999,1492,472,1912,1050,3135
C5_01460W,983,887,891,332,330,1216,735,413
C5_01470C,321,369,551,241,197,307,168,171
C5_01480W,56,103,157,29,27,166,27,0
C5_01490C,782,1029,977,759,526,696,633,1926
C5_01500C,929,1482,1594,801,604,653,637,1257
C5_01510W,355,350,263,265,310,446,246,972
C5_01520C,2652,4027,4708,3211,2638,5250,4150,5839
C5_01530C,331,617,760,402,788,732,1151,905
C5_01540W,1875,2682,2684,1175,6610,6919,6593,5234
C5_01550C,6058,8135,9779,6365,17836,20957,22413,22533
C5_01560C,680,696,769,502,501,395,320,275
C5_01570C,82,77,52,171,28,33,47,74
C5_01580C,55628,73032,83735,58257,120352,152834,175387,145939
C5_01590W,479,813,925,592,725,998,1170,963
C5_01600C,347,650,207,417,371,731,640,1
C5_01610W,342,459,445,235,423,481,711,352
C5_01620C,148,247,256,180,166,166,154,0
C5_01640W,1138,1505,1824,891,872,1621,1296,1111
C5_01650C,5698,8581,9976,4777,3436,4402,4559,3727
C5_01670W,68,92,88,82,27,38,15,3
C5_01680C,2163,5634,5401,1118,701,1459,981,2203
C5_01690C,2018,3154,3239,1462,2989,3567,3464,2728
C5_01700W,372,590,685,276,620,904,780,144
C5_01710C,203,689,883,412,469,524,677,1565
C5_01720C,473,1094,1392,690,628,1279,1236,258
C5_01740C,411,555,501,527,207,379,165,8
C5_01750C,0,3,25,26,6,0,22,1
C5_01760C,1480,1425,1588,1361,787,1086,498,2784
C5_01770C,3566,4158,4422,3889,2580,3746,3037,3892
C5_01780W,1097,1304,1152,1087,1043,1354,830,2926
C5_01790C,35,105,43,129,19,139,15,1
C5_01745W,668,778,1021,580,533,863,827,57
C5_01755C,29,36,58,36,95,35,22,0
C5_01765C,1098,1608,1999,1365,1204,1521,1228,1719
C5_01775C,914,1154,1058,703,386,947,474,597
C5_01785W,242,334,518,353,217,343,211,219
C5_01730W,239,718,852,299,230,407,534,1097
C5_01800C,1968,2680,1896,2355,1023,1691,1254,574
